originalNameUsageID,genus,taxonID,parentNameUsageID,acceptedNameUsageID,datasetID,taxonomicStatus,taxonRank,scientificName,specificEpithet,infraspecificEpithet,nameAccordingTo,namePublishedIn,nomenclaturalCode,nomenclaturalStatus,taxonRemarks,dcterms:references
,,x7C,xS,,,ACCEPTED,GENUS,Ophthalmopsylla,,,,,,,,
,Ophthalmopsylla,135240,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla kukuschkini Ioff, 1928",kukuschkini,,,,ICZN,,,
,Ophthalmopsylla,135250,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla multichaeta Liu Chiying, Wu Houyong & Wu Foolin, 1965",multichaeta,,,,ICZN,,,
,Ophthalmopsylla,135310,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla volgensis (Wagner & Ioff, 1926)",volgensis,,,,ICZN,,,
,Ophthalmopsylla,135400,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis montana Fedina, 1946",volgensis,montana,,,ICZN,,,
,Ophthalmopsylla,135410,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis palestinica Smit, 1960",volgensis,palestinica,,,ICZN,,,
,Ophthalmopsylla,135430,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis tuoliensis Yu Xin, Ye Ruiyu & Liu Chiying, 1983",volgensis,tuoliensis,,,ICZN,,,
,Ophthalmopsylla,135440,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis wuqiaensis Yu Xin, Sheb Yicheng & Ye Ruiyu, 1990",volgensis,wuqiaensis,,,ICZN,,,
,Ophthalmopsylla,135330,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis volgensis (Wagner & Ioff, 1926)",volgensis,volgensis,,,ICZN,,,
,Ophthalmopsylla,135420,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis transcaspica Zagniborodova & Mikulin, 1957",volgensis,transcaspica,,,ICZN,,,
,Ophthalmopsylla,135360,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis fascicula Scalon, 1968",volgensis,fascicula,,,ICZN,,,
,Ophthalmopsylla,135370,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis impersia Traub & Evans, 1967",volgensis,impersia,,,ICZN,,,
,Ophthalmopsylla,135380,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis intermedia Argyropulo, 1946",volgensis,intermedia,,,ICZN,,,
,Ophthalmopsylla,135390,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis kirgisiensis Ioff, 1953",volgensis,kirgisiensis,,,ICZN,,,
,Ophthalmopsylla,135340,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis arnoldi Wagner & Argyropulo, 1934",volgensis,arnoldi,,,ICZN,,,
,Ophthalmopsylla,135350,135310,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla volgensis balikunensis Yu Xin & Ye Ruiyu, 1982",volgensis,balikunensis,,,ICZN,,,
,Ophthalmopsylla,135320,,135310,,SYNONYM,SUBSPECIES,"Ophthalmopsylla volgensis abnorma Mikulin, 1960",volgensis,abnorma,,,ICZN,,,
,Ophthalmopsylla,135260,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla praefecta (Jordan & Rothschild, 1915)",praefecta,,,,ICZN,,,
,Ophthalmopsylla,135300,135260,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla praefecta pernix Jordan, 1929",praefecta,pernix,,,ICZN,,,
,Ophthalmopsylla,135270,135260,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla praefecta praefecta (Jordan & Rothschild, 1915)",praefecta,praefecta,,,ICZN,,,
,Ophthalmopsylla,135280,135260,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla praefecta ecphora Labunets, 1961",praefecta,ecphora,,,ICZN,,,
,Ophthalmopsylla,135290,135260,,,ACCEPTED,INFRASPECIFIC_NAME,"Ophthalmopsylla praefecta lenta Smit, 1967",praefecta,lenta,,,ICZN,,,
,Ophthalmopsylla,135210,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla celata Traub, 1965",celata,,,,ICZN,,,
,Ophthalmopsylla,135180,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla kasakiensis Ioff, 1929",kasakiensis,,,,ICZN,,,
,Ophthalmopsylla,135230,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla extrema Ioff & Scalon, 1953",extrema,,,,ICZN,,,
,Ophthalmopsylla,135190,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla kiritschenkovi (Wagner, 1930)",kiritschenkovi,,,,ICZN,,,
,Ophthalmopsylla,135160,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla jettmari Jordan, 1929",jettmari,,,,ICZN,,,
,Ophthalmopsylla,135170,x7C,,,ACCEPTED,SPECIES,"Ophthalmopsylla karakum Zagniborodova, 1953",karakum,,,,ICZN,,,
,,x7J,xS,,,ACCEPTED,GENUS,Minyctenopsyllus,,,,,,,,
,Minyctenopsyllus,135000,x7J,,,ACCEPTED,SPECIES,"Minyctenopsyllus triangularus Liu Chiying, Zhung Zenghu & Wang Shixin, 1979",triangularus,,,,ICZN,,,
,Hopkinsipsylla,134960,x7L,,,ACCEPTED,SPECIES,"Hopkinsipsylla occulta Traub, 1963",occulta,,,,ICZN,,,
,Hopkinsipsylla,134970,134960,,,ACCEPTED,INFRASPECIFIC_NAME,"Hopkinsipsylla occulta occulta Traub, 1963",occulta,occulta,,,ICZN,,,
,Hopkinsipsylla,134980,134960,,,ACCEPTED,INFRASPECIFIC_NAME,"Hopkinsipsylla occulta praeceps Traub, 1965",occulta,praeceps,,,ICZN,,,
,,x7E,xS,,,ACCEPTED,GENUS,Odontopsyllus,,,,,,,,
,Odontopsyllus,135070,x7E,,,ACCEPTED,SPECIES,"Odontopsyllus dentatus (Baker, 1904)",dentatus,,,,ICZN,,,
,Odontopsyllus,135090,,135070,,SYNONYM,SPECIES,"Odontopsyllus spenceri Dunn, 1923",spenceri,,,,ICZN,,,
,Odontopsyllus,135080,,135070,,SYNONYM,SPECIES,"Odontopsyllus ponerus (Rothschild, 1909)",ponerus,,,,ICZN,,,
,Odontopsyllus,135110,x7E,,,ACCEPTED,SPECIES,"Odontopsyllus quirosi (Gil Collado, 1934)",quirosi,,,,ICZN,,,
,Odontopsyllus,135120,135110,,,ACCEPTED,INFRASPECIFIC_NAME,"Odontopsyllus quirosi quirosi (Gil Collado, 1934)",quirosi,quirosi,,,ICZN,,,
,Odontopsyllus,135130,135110,,,ACCEPTED,INFRASPECIFIC_NAME,"Odontopsyllus quirosi episcopalis Beaucournu & Gilot, 1975",quirosi,episcopalis,,,ICZN,,,
,Odontopsyllus,135100,x7E,,,ACCEPTED,SPECIES,"Odontopsyllus multispinosus (Baker, 1898)",multispinosus,,,,ICZN,,,
,,x7G,xS,,,ACCEPTED,GENUS,Ochotonobius,,,,,,,,
,Ochotonobius,135030,x7G,,,ACCEPTED,SPECIES,"Ochotonobius hirticrus (Jordan & Rothschild, 1923)",hirticrus,,,,ICZN,,,
,Ochotonobius,135040,,135030,,SYNONYM,SPECIES,"Ochotonobius subula (Wagner, 1930)",subula,,,,ICZN,,,
,Ochotonobius,135050,x7G,,,ACCEPTED,SPECIES,"Ochotonobius rufescens (Ioff, 1946)",rufescens,,,,ICZN,,,
,Ochotonobius,135020,x7G,,,ACCEPTED,SPECIES,"Ochotonobius bondari (Mikulin, 1953)",bondari,,,,ICZN,,,
,,x3U,xS,,,ACCEPTED,GENUS,Ornithophaga,,,,,,,,
,Ornithophaga,133610,x3U,,,ACCEPTED,SPECIES,"Ornithophaga sinaia Rosicky & Smit, 1965",sinaia,,,,ICZN,,,
,Ornithophaga,133600,x3U,,,ACCEPTED,SPECIES,"Ornithophaga mikulini Rosicky & Smit, 1965",mikulini,,,,ICZN,,,
,Ornithophaga,133560,x3U,,,ACCEPTED,SPECIES,"Ornithophaga anomala Mikulin, 1957",anomala,,,,ICZN,,,
,Ornithophaga,133590,133560,,,ACCEPTED,INFRASPECIFIC_NAME,"Ornithophaga anomala qinghaiensis Liu Chiying, Cai Liyun & Wu Wenzhen, 1986",anomala,qinghaiensis,,,ICZN,,,
,Ornithophaga,133570,133560,,,ACCEPTED,INFRASPECIFIC_NAME,"Ornithophaga anomala anomala Mikulin, 1957",anomala,anomala,,,ICZN,,,
,Ornithophaga,133580,,133560,,SYNONYM,SPECIES,"Ornithophaga nearctica Holland & Loshbaugh, 1958",nearctica,,,,ICZN,,,
,,x3W,xS,,,ACCEPTED,GENUS,Mesopsylla,,,,,,,,
,Mesopsylla,133460,x3W,,,ACCEPTED,SPECIES,"Mesopsylla lenis Jordan & Rothschild, 1915",lenis,,,,ICZN,,,
,Mesopsylla,133350,x3W,,,ACCEPTED,SPECIES,"Mesopsylla eucta Dampf, 1910",eucta,,,,ICZN,,,
,Mesopsylla,133400,133350,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla eucta sima Mikulin, 1960",eucta,sima,,,ICZN,,,
,Mesopsylla,133390,133350,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla eucta shikho Ioff, 1950",eucta,shikho,,,ICZN,,,
,Mesopsylla,133360,133350,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla eucta eucta Dampf, 1910",eucta,eucta,,,ICZN,,,
,Mesopsylla,133380,133350,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla eucta kochkor Ioff, 1950",eucta,kochkor,,,ICZN,,,
,Mesopsylla,133370,133350,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla eucta afghana Jordan, 1944",eucta,afghana,,,ICZN,,,
,Mesopsylla,133330,x3W,,,ACCEPTED,SPECIES,"Mesopsylla anomala Liu Chiying, Tsai Liyen & Wu Wenching, 1976",anomala,,,,ICZN,,,
,Mesopsylla,133340,x3W,,,ACCEPTED,SPECIES,"Mesopsylla apscheronica Wagner & Argyropulo, 1934",apscheronica,,,,ICZN,,,
,Mesopsylla,133480,x3W,,,ACCEPTED,SPECIES,"Mesopsylla tuschkan Wagner & Ioff, 1926",tuschkan,,,,ICZN,,,
,Mesopsylla,133510,133480,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla tuschkan mesa Argyropulo, 1946",tuschkan,mesa,,,ICZN,,,
,Mesopsylla,133520,133480,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla tuschkan propinacta Traub & Evans, 1967",tuschkan,propinacta,,,ICZN,,,
,Mesopsylla,133490,133480,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla tuschkan tuschkan Wagner & Ioff, 1926",tuschkan,tuschkan,,,ICZN,,,
,Mesopsylla,133500,133480,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla tuschkan andruschkoi Argyropulo, 1946",tuschkan,andruschkoi,,,ICZN,,,
,Mesopsylla,133410,x3W,,,ACCEPTED,SPECIES,"Mesopsylla hebes Jordan & Rothschild, 1915",hebes,,,,ICZN,,,
,Mesopsylla,133450,133410,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla hebes septentrionalis Wagner, 1926",hebes,septentrionalis,,,ICZN,,,
,Mesopsylla,133420,133410,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla hebes hebes Jordan & Rothschild, 1915",hebes,hebes,,,ICZN,,,
,Mesopsylla,133440,133410,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla hebes dampfi Wagner & Ioff, 1926",hebes,dampfi,,,ICZN,,,
,Mesopsylla,133430,133410,,,ACCEPTED,INFRASPECIFIC_NAME,"Mesopsylla hebes clara Smit, 1980",hebes,clara,,,ICZN,,,
,Mesopsylla,133470,x3W,,,ACCEPTED,SPECIES,"Mesopsylla sagitta Yu Xin, Ye Ruiyu & Liu Chiying, 1988",sagitta,,,,ICZN,,,
,,x3L,xS,,,ACCEPTED,GENUS,Calceopsylla,,,,,,,,
,Calceopsylla,133730,x3L,,,ACCEPTED,SPECIES,"Calceopsylla aduncata Liu Chiying, Wu Houyong & Wang Dwenching, 1965",aduncata,,,,ICZN,,,
,,x3N,xS,,,ACCEPTED,GENUS,Brachyctenonotus,,,,,,,,
,Brachyctenonotus,133710,x3N,,,ACCEPTED,SPECIES,"Brachyctenonotus myospalacis Wagner, 1928",myospalacis,,,,ICZN,,,
,,x3J,xS,,,ACCEPTED,GENUS,Conothobius,,,,,,,,
,Conothobius,133780,x3J,,,ACCEPTED,SPECIES,"Conothobius conothoae (Ioff, 1946)",conothoae,,,,ICZN,,,
,,x3S,xS,,,ACCEPTED,GENUS,Typhlomyopsyllus,,,,,,,,
,Typhlomyopsyllus,138450,x3S,,,ACCEPTED,SPECIES,"Typhlomyopsyllus liui Wu & Liu, 2002",liui,,,,ICZN,,,
,Typhlomyopsyllus,133630,x3S,,,ACCEPTED,SPECIES,"Typhlomyopsyllus cavaticus Li Kueichen & Huang Guiping, 1980",cavaticus,,,,ICZN,,,
,Typhlomyopsyllus,133640,x3S,,,ACCEPTED,SPECIES,"Typhlomyopsyllus esinus Liu Quan, Shi Liangcai & Liu Chiying, 1985",esinus,,,,ICZN,,,
,Typhlomyopsyllus,138840,x3S,,,ACCEPTED,SPECIES,"Typhlomyopsyllus bashanensis Liu & Wang, 1995",bashanensis,,,,ICZN,,,
,,x3Q,xS,,,ACCEPTED,GENUS,Aconothobius,,,,,,,,
,Aconothobius,133670,x3Q,,,ACCEPTED,SPECIES,"Aconothobius anthobius Smit, 1975",anthobius,,,,ICZN,,,
,Aconothobius,133690,x3Q,,,ACCEPTED,SPECIES,"Aconothobius orientalis (Lewis, Kulkarni & Bhat, 1972)",orientalis,,,,ICZN,,,
,Aconothobius,133680,x3Q,,,ACCEPTED,SPECIES,"Aconothobius martensi Smit, 1975",martensi,,,,ICZN,,,
,,x3E,xS,,,ACCEPTED,GENUS,Ctenophyllus,,,,,,,,
,Ctenophyllus,133870,x3E,,,ACCEPTED,SPECIES,"Ctenophyllus tarasovi Scalon, 1953",tarasovi,,,,ICZN,,,
,Ctenophyllus,133850,x3E,,,ACCEPTED,SPECIES,"Ctenophyllus rigidus Darskaya, 1949",rigidus,,,,ICZN,,,
,Ctenophyllus,133810,x3E,,,ACCEPTED,SPECIES,"Ctenophyllus armatus (Wagner, 1901)",armatus,,,,ICZN,,,
,Ctenophyllus,133830,133810,,,ACCEPTED,INFRASPECIFIC_NAME,"Ctenophyllus armatus armatus (Wagner, 1901)",armatus,armatus,,,ICZN,,,
,Ctenophyllus,133840,133810,,,ACCEPTED,INFRASPECIFIC_NAME,"Ctenophyllus armatus altaicus Yu Xin, 1990",armatus,altaicus,,,ICZN,,,
,Ctenopsyllus,133820,,133810,,SYNONYM,SPECIES,"Ctenopsyllus terribilis (Rothschild, 1903)",terribilis,,,,ICZN,,,
,Ctenophyllus,133860,x3E,,,ACCEPTED,SPECIES,"Ctenophyllus subarmatus (Wagner, 1901)",subarmatus,,,,ICZN,,,
,,x3G,xS,,,ACCEPTED,GENUS,Chinghaipsylla,,,,,,,,
,Chinghaipsylla,133750,x3G,,,ACCEPTED,SPECIES,"Chinghaipsylla ampliodigita Liu Jiou, Liu Quan & Liu Chiying, 1982",ampliodigita,,,,ICZN,,,
,Chinghaipsylla,133760,x3G,,,ACCEPTED,SPECIES,"Chinghaipsylla bisinuosa Liu Chiying, Tsai Liyuen & Wu Wenching, 1974",bisinuosa,,,,ICZN,,,
,,x3C,xS,,,ACCEPTED,GENUS,Pectinoctenus,,,,,,,,
,Pectinoctenus,132590,x3C,,,ACCEPTED,SPECIES,"Pectinoctenus nemorosa Tiflov, 1937",nemorosa,,,,ICZN,,,
,Pectinoctenus,132580,x3C,,,ACCEPTED,SPECIES,"Pectinoctenus lauta Rothschild, 1915",lauta,,,,ICZN,,,
,Pectinoctenus,132600,x3C,,,ACCEPTED,SPECIES,"Pectinoctenus pamirensis Ioff, 1946",pamirensis,,,,ICZN,,,
,Pectinoctenus,132620,x3C,,,ACCEPTED,SPECIES,"Pectinoctenus pectiniceps (Wagner, 1893)",pectiniceps,,,,ICZN,,,
,Pectinoctenus,132630,132620,,,ACCEPTED,INFRASPECIFIC_NAME,"Pectinoctenus pectiniceps pectiniceps (Wagner, 1893)",pectiniceps,pectiniceps,,,ICZN,,,
,Pectinoctenus,132650,132620,,,ACCEPTED,INFRASPECIFIC_NAME,"Pectinoctenus pectiniceps ventrisinulata Chen Ningyu, Zhang Guangdeng & Liu Q, 1984",pectiniceps,ventrisinulata,,,ICZN,,,
,Pectinoctenus,132640,,132620,,SYNONYM,SPECIES,"Pectinoctenus adalis Jordan, 1929",adalis,,,,ICZN,,,
,Pectinoctenus,132610,x3C,,,ACCEPTED,SPECIES,"Pectinoctenus pavlovskii Ioff, 1928",pavlovskii,,,,ICZN,,,
,Pectinoctenus,132570,x3C,,,ACCEPTED,SPECIES,"Pectinoctenus ctenophora Wagner, 1928",ctenophora,,,,ICZN,,,
,,x38,xS,,,ACCEPTED,GENUS,Amphipsylla,,,,,,,,
,Amphipsylla,131230,x38,,,ACCEPTED,SPECIES,"Amphipsylla anceps Wagner, 1930",anceps,,,,ICZN,,,
,Amphipsylla,131240,,131230,,SYNONYM,SUBSPECIES,"Amphipsylla anceps coangusta Ioff & Tiflov, 1939",anceps,coangusta,,,ICZN,,,
,Amphipsylla,131250,x38,,,ACCEPTED,SPECIES,"Amphipsylla apiciflata Liu Quan, Xu Guisen & Li Zhongyuan, 1988",apiciflata,,,,ICZN,,,
,Amphipsylla,131260,x38,,,ACCEPTED,SPECIES,"Amphipsylla argoi Ioff, 1946",argoi,,,,ICZN,,,
,Amphipsylla,131270,x38,,,ACCEPTED,SPECIES,"Amphipsylla asiatica Ioff, 1928",asiatica,,,,ICZN,,,
,Amphipsylla,131290,x38,,,ACCEPTED,SPECIES,"Amphipsylla casis Jordan & Rothschild, 1911",casis,,,,ICZN,,,
,Amphipsylla,131280,x38,,,ACCEPTED,SPECIES,"Amphipsylla aspalacis Jordan, 1929",aspalacis,,,,ICZN,,,
,Amphipsylla,131310,x38,,,ACCEPTED,SPECIES,"Amphipsylla dumalis Jordan & Rothschild, 1915",dumalis,,,,ICZN,,,
,Amphipsylla,131320,,131310,,SYNONYM,SUBSPECIES,"Amphipsylla dumalis dilatata Ioff & Tiflov, 1939",dumalis,dilatata,,,ICZN,,,
,Amphipsylla,131300,x38,,,ACCEPTED,SPECIES,"Amphipsylla daea (Dampf, 1910)",daea,,,,ICZN,,,
,Amphipsylla,131340,x38,,,ACCEPTED,SPECIES,"Amphipsylla germani Emelyanova & Lyetova, 1963",germani,,,,ICZN,,,
,Amphipsylla,131330,x38,,,ACCEPTED,SPECIES,"Amphipsylla georgica Savenko, 1949",georgica,,,,ICZN,,,
,Amphipsylla,131360,x38,,,ACCEPTED,SPECIES,"Amphipsylla kalabukhovi Ioff & Tiflov, 1939",kalabukhovi,,,,ICZN,,,
,Amphipsylla,131350,x38,,,ACCEPTED,SPECIES,"Amphipsylla jingtieshanensis Ma Desan, Zhang Zenghu & Wang Shixiu, 1979",jingtieshanensis,,,,ICZN,,,
,Amphipsylla,131380,x38,,,ACCEPTED,SPECIES,"Amphipsylla kuznetzovi Wagner, 1912",kuznetzovi,,,,ICZN,,,
,Amphipsylla,131420,131380,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla kuznetzovi tjanshanica Goncharov, 1973",kuznetzovi,tjanshanica,,,ICZN,,,
,Amphipsylla,131390,131380,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla kuznetzovi kuznetzovi Wagner, 1912",kuznetzovi,kuznetzovi,,,ICZN,,,
,Amphipsylla,131410,,131390,,SYNONYM,SUBSPECIES,"Amphipsylla kuznetzovi glacialis Argyropulo, 1935",kuznetzovi,glacialis,,,ICZN,,,
,Amphipsylla,131400,,131390,,SYNONYM,SUBSPECIES,"Amphipsylla kuznetzovi deminuta Ioff & Tiflov, 1939",kuznetzovi,deminuta,,,ICZN,,,
,Amphipsylla,131370,x38,,,ACCEPTED,SPECIES,"Amphipsylla kulkarnii Lewis, 1981",kulkarnii,,,,ICZN,,,
,Amphipsylla,131490,x38,,,ACCEPTED,SPECIES,"Amphipsylla montana Argyropulo, 1946",montana,,,,ICZN,,,
,Amphipsylla,131430,x38,,,ACCEPTED,SPECIES,"Amphipsylla longispina Scalon, 1950",longispina,,,,ICZN,,,
,Amphipsylla,131450,131430,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla longispina gongheensis Zhang Guangdeng & Ma Liming, 1987",longispina,gongheensis,,,ICZN,,,
,Amphipsylla,131440,131430,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla longispina longispina Scalon, 1950",longispina,longispina,,,ICZN,,,
,Amphipsylla,131970,x38,,,ACCEPTED,SPECIES,"Amphipsylla vinogradovi Ioff, 1928",vinogradovi,,,,ICZN,,,
,Amphipsylla,131980,131970,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla vinogradovi vinogradovi Ioff, 1928",vinogradovi,vinogradovi,,,ICZN,,,
,Amphipsylla,131990,131970,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla vinogradovi gansuensis Wu Houyong, Liu Quan & Ma Desan, 1979",vinogradovi,gansuensis,,,ICZN,,,
,Amphipsylla,131950,x38,,,ACCEPTED,SPECIES,"Amphipsylla tutatoides Liu Quan, Guo Tian-yu & Wu Hou-yong, 1996",tutatoides,,,,ICZN,,,
,Amphipsylla,131890,x38,,,ACCEPTED,SPECIES,"Amphipsylla tenuihama Wu Houyong, Liu Quan & Ma Desan, 1979",tenuihama,,,,ICZN,,,
,Amphipsylla,131880,x38,,,ACCEPTED,SPECIES,"Amphipsylla socia Peus, 1977",socia,,,,ICZN,,,
,Amphipsylla,131910,x38,,,ACCEPTED,SPECIES,"Amphipsylla tuta Wagner, 1928",tuta,,,,ICZN,,,
,Amphipsylla,131920,131910,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla tuta tuta Wagner, 1928",tuta,tuta,,,ICZN,,,
,Amphipsylla,131940,131910,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla tuta deqinensis Jie Baoqi, Yang Xiaodong & Li Kueichen, 1979",tuta,deqinensis,,,ICZN,,,
,Amphipsylla,131960,131910,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla tuta gregorii Brelih, 1975",tuta,gregorii,,,ICZN,,,
,Amphipsylla,131930,131910,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla tuta chaliensis Jie Baoqi, Yang Xiaodong & Li Kueichen, 1979",tuta,chaliensis,,,ICZN,,,
,Amphipsylla,131900,x38,,,ACCEPTED,SPECIES,"Amphipsylla transcaucasica Ioff, 1953",transcaucasica,,,,ICZN,,,
,Amphipsylla,131570,x38,,,ACCEPTED,SPECIES,"Amphipsylla polyspina Liu Quan, Wu Hou-yong & Li Xiao-lan, 1994",polyspina,,,,ICZN,,,
,Amphipsylla,131580,x38,,,ACCEPTED,SPECIES,"Amphipsylla postsinusa Liu Quan, Guo Tian-yu & Wu Hou-yong, 1996",postsinusa,,,,ICZN,,,
,Amphipsylla,131530,x38,,,ACCEPTED,SPECIES,"Amphipsylla petristshevae Darskaya, 1949",petristshevae,,,,ICZN,,,
,Amphipsylla,131540,x38,,,ACCEPTED,SPECIES,"Amphipsylla phaiomydis Ioff, 1946",phaiomydis,,,,ICZN,,,
,Amphipsylla,131550,131540,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla phaiomydis phaiomydis Ioff, 1946",phaiomydis,phaiomydis,,,ICZN,,,
,Amphipsylla,131560,131540,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla phaiomydis iskul Shvarts, 1953",phaiomydis,iskul,,,ICZN,,,
,Amphipsylla,131590,131540,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla phaiomydis limonia Smit, 1977",phaiomydis,limonia,,,ICZN,,,
,Amphipsylla,131510,x38,,,ACCEPTED,SPECIES,"Amphipsylla orthogonia Liu Chiying, Tsai Liyuen & Wu Wenching, 1975",orthogonia,,,,ICZN,,,
,Amphipsylla,131520,x38,,,ACCEPTED,SPECIES,"Amphipsylla parthiana Ioff, 1950",parthiana,,,,ICZN,,,
,Amphipsylla,131460,x38,,,ACCEPTED,SPECIES,"Amphipsylla marikovskii Ioff & Tiflov, 1939",marikovskii,,,,ICZN,,,
,Amphipsylla,131480,131460,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla marikovskii ewingi I.Fox, 1940",marikovskii,ewingi,,,ICZN,,,
,Amphipsylla,131470,131460,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla marikovskii marikovskii Ioff & Tiflov, 1939",marikovskii,marikovskii,,,ICZN,,,
,Amphipsylla,131500,x38,,,ACCEPTED,SPECIES,"Amphipsylla montium Jordan, 1944",montium,,,,ICZN,,,
,Amphipsylla,131770,x38,,,ACCEPTED,SPECIES,"Amphipsylla schelkovnikovi Wagner, 1909",schelkovnikovi,,,,ICZN,,,
,Amphipsylla,131790,,131770,,SYNONYM,SUBSPECIES,"Amphipsylla schelkovnikovi irana Ioff, 1946",schelkovnikovi,irana,,,ICZN,,,
,Amphipsylla,131780,,131770,,SYNONYM,SPECIES,"Amphipsylla certa Jordan & Rothschild, 1913",certa,,,,ICZN,,,
,Amphipsylla,131800,x38,,,ACCEPTED,SPECIES,"Amphipsylla sibirica (Wagner, 1898)",sibirica,,,,ICZN,,,
,Amphipsylla,131850,131800,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla sibirica orientalis Ioff, 1946",sibirica,orientalis,,,ICZN,,,
,Amphipsylla,131860,131800,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla sibirica pollionis (Rothschild, 1905)",sibirica,pollionis,,,ICZN,,,
,Amphipsylla,131810,131800,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla sibirica sibirica (Wagner, 1898)",sibirica,sibirica,,,ICZN,,,
,Amphipsylla,131870,131800,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla sibirica sepifera Jordan & Rothschild, 1920",sibirica,sepifera,,,ICZN,,,
,Amphipsylla,131830,131800,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla sibirica hetera (Jordan, 1932)",sibirica,hetera,,,ICZN,,,
,Amphipsylla,131840,,131830,,SYNONYM,SUBSPECIES,"Amphipsylla sibirica intermedia (Rosicky, 1957)",sibirica,intermedia,,,ICZN,,,
,Amphipsylla,131820,,131800,,SYNONYM,SPECIES,"Amphipsylla thoracicus Rothschild, 1911",thoracicus,,,,ICZN,,,
,Amphipsylla,131690,x38,,,ACCEPTED,SPECIES,"Amphipsylla quadratoides Liu Chiying, Tsai Liyuen & Wu Wenching, 1975",quadratoides,,,,ICZN,,,
,Amphipsylla,131700,131690,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla quadratoides quadratoides Liu Chiying, Tsai Liyuen & Wu Wenching, 1975",quadratoides,quadratoides,,,ICZN,,,
,Amphipsylla,131720,131690,,,ACCEPTED,INFRASPECIFIC_NAME,"Amphipsylla quadratoides zhongdianensis Jie Baoqi, Yang Xiaodong & Li Kueichen, 1979",quadratoides,zhongdianensis,,,ICZN,,,
